track,link_id,name
Movies,86,White Squall (1996)
Movies,87,Dunston Checks In (1996)
Movies,88,Black Sheep (1996)
Movies,89,Nick of Time (1995)
Movies,90,The Journey of August King (1995)
Movies,92,Mary Reilly (1996)
Movies,93,Vampire in Brooklyn (1995)
Movies,94,Beautiful Girls (1996)
Movies,95,Broken Arrow (1996)
Movies,96,In the Bleak Midwinter (1995)
Movies,97,"Hate (Haine, La) (1995)"
Movies,98,Shopping (1994)
Movies,99,Heidi Fleiss: Hollywood Madam (1995)
Movies,100,City Hall (1996)
Movies,101,Bottle Rocket (1996)
Movies,102,Mr. Wrong (1996)
Movies,103,Unforgettable (1996)
Movies,104,Happy Gilmore (1996)
Movies,105,"Bridges of Madison County, The (1995)"
Movies,106,Nobody Loves Me (Keiner liebt mich) (1994)
Movies,107,Muppet Treasure Island (1996)
Movies,108,Catwalk (1996)
Movies,109,Headless Body in Topless Bar (1995)
Movies,110,Braveheart (1995)
Movies,111,Taxi Driver (1976)
Movies,112,Rumble in the Bronx (Hont faan kui) (1995)
Movies,113,Before and After (1996)
Movies,114,Margaret's Museum (1995)
Movies,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)"
Movies,116,Anne Frank Remembered (1995)
Movies,117,"Young Poisoner's Handbook, The (1995)"
Movies,118,If Lucy Fell (1996)
Movies,119,"Steal Big, Steal Little (1995)"
Movies,120,Race the Sun (1996)
Movies,121,"Boys of St. Vincent, The (1992)"
Movies,122,Boomerang (1992)
Movies,123,Chungking Express (Chung Hing sam lam) (1994)
Movies,124,"Star Maker, The (Uomo delle stelle, L') (1995)"
Movies,125,Flirting With Disaster (1996)
Movies,126,"NeverEnding Story III, The (1994)"
Movies,127,"Silences of the Palace, The (Saimt el Qusur) (1994)"
Movies,128,Jupiter's Wife (1994)
Movies,129,Pie in the Sky (1996)
Movies,130,Angela (1995)
Movies,131,Frankie Starlight (1995)
Movies,132,Jade (1995)
Movies,133,Nueba Yol (1995)
Movies,134,Sonic Outlaws (1995)
Movies,135,Down Periscope (1996)
Movies,136,From the Journals of Jean Seberg (1995)
Movies,137,Man of the Year (1995)
Movies,138,"Neon Bible, The (1995)"
Movies,139,Target (1995)
Movies,140,Up Close and Personal (1996)
Movies,141,"Birdcage, The (1996)"
Movies,142,Shadows (Cienie) (1988)
Movies,143,Gospa (1995)
Movies,144,"Brothers McMullen, The (1995)"
Movies,145,Bad Boys (1995)
Movies,146,"Amazing Panda Adventure, The (1995)"
Movies,147,"Basketball Diaries, The (1995)"
Movies,148,"Awfully Big Adventure, An (1995)"
Movies,149,Amateur (1994)
Movies,150,Apollo 13 (1995)
Movies,151,Rob Roy (1995)
Movies,152,"Addiction, The (1995)"
Movies,153,Batman Forever (1995)
Movies,154,Beauty of the Day (Belle de jour) (1967)
Movies,155,Beyond Rangoon (1995)
Movies,156,Blue in the Face (1995)
Movies,157,Canadian Bacon (1995)
Movies,158,Casper (1995)
Movies,159,Clockers (1995)
Movies,160,Congo (1995)
Movies,161,Crimson Tide (1995)
Movies,162,Crumb (1994)
Movies,163,Desperado (1995)
Movies,164,Devil in a Blue Dress (1995)
Movies,165,Die Hard: With a Vengeance (1995)
Movies,166,"Doom Generation, The (1995)"
Movies,167,Feast of July (1995)
Movies,168,First Knight (1995)
Movies,169,Free Willy 2: The Adventure Home (1995)
Movies,170,Hackers (1995)
Movies,171,Jeffrey (1995)
Movies,172,Johnny Mnemonic (1995)
Movies,173,Judge Dredd (1995)
Movies,174,Jury Duty (1995)
Movies,175,Kids (1995)
Movies,176,Living in Oblivion (1995)
Movies,177,Lord of Illusions (1995)
Movies,178,Love & Human Remains (1993)
Movies,179,Mad Love (1995)
Movies,180,Mallrats (1995)
Movies,181,Mighty Morphin Power Rangers: The Movie (1995)
Movies,182,Moonlight and Valentino (1995)
Movies,183,Mute Witness (1994)
Movies,184,Nadja (1994)
Movies,185,"Net, The (1995)"
Movies,186,Nine Months (1995)
Movies,187,Party Girl (1995)
Movies,188,"Prophecy, The (1995)"
Movies,189,Reckless (1995)
Movies,190,Safe (1995)
Movies,191,"Scarlet Letter, The (1995)"
Movies,192,The Show (1995)
Movies,193,Showgirls (1995)
Movies,194,Smoke (1995)
Movies,195,Something to Talk About (1995)
Movies,196,Species (1995)
Movies,197,"Stars Fell on Henrietta, The (1995)"
Movies,198,Strange Days (1995)
Movies,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
Movies,200,"Tie That Binds, The (1995)"
Movies,201,Three Wishes (1995)
Movies,202,Total Eclipse (1995)
Movies,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
Movies,204,Under Siege 2: Dark Territory (1995)
Movies,205,Unstrung Heroes (1995)
Movies,206,Unzipped (1995)
Movies,207,"Walk in the Clouds, A (1995)"
Movies,208,Waterworld (1995)
Movies,209,White Man's Burden (1995)
Movies,210,Wild Bill (1995)
Movies,211,"Browning Version, The (1994)"
Movies,212,Bushwhacked (1995)
Movies,213,Burnt by the Sun (Utomlyonnye solntsem) (1994)
Movies,214,Before the Rain (Pred dozhdot) (1994)
Movies,215,Before Sunrise (1995)
Movies,216,Billy Madison (1995)
Movies,217,"Babysitter, The (1995)"
Movies,218,Boys on the Side (1995)
Movies,219,"Cure, The (1995)"
Movies,220,Castle Freak (1995)
Movies,222,Circle of Friends (1995)
Movies,223,Clerks (1994)
Movies,224,Don Juan DeMarco (1995)
Movies,225,Disclosure (1994)
Movies,226,Dream Man (1995)
Movies,227,Drop Zone (1994)
Movies,228,Destiny Turns on the Radio (1995)
Movies,229,Death and the Maiden (1994)
Movies,230,Dolores Claiborne (1995)
Movies,231,Dumb & Dumber (Dumb and Dumber) (1994)
Movies,232,Eat Drink Man Woman (Yin shi nan nu) (1994)
Movies,233,Exotica (1994)
Movies,234,Exit to Eden (1994)
Movies,235,Ed Wood (1994)
Movies,236,French Kiss (1995)
Movies,237,Forget Paris (1995)
Movies,238,Far From Home: The Adventures of Yellow Dog (1995)
Movies,239,"Goofy Movie, A (1995)"
Movies,240,Hideaway (1995)
Movies,241,Fluke (1995)
Movies,242,Farinelli: il castrato (1994)
Movies,243,Gordy (1995)
Movies,244,Gumby: The Movie (1995)
Movies,245,The Glass Shield (1994)
Movies,246,Hoop Dreams (1994)
Movies,247,Heavenly Creatures (1994)
Movies,248,Houseguest (1994)
Movies,249,Immortal Beloved (1994)
Movies,250,Heavyweights (Heavy Weights) (1995)
Movies,251,"Hunted, The (1995)"
Movies,252,I.Q. (1994)
Movies,253,Interview with the Vampire: The Vampire Chronicles (1994)
Movies,254,Jefferson in Paris (1995)
Movies,255,"Jerky Boys, The (1995)"
Movies,256,Junior (1994)
Movies,257,Just Cause (1995)
Movies,258,"Kid in King Arthur's Court, A (1995)"
Movies,259,Kiss of Death (1995)
Movies,260,Star Wars: Episode IV - A New Hope (1977)
Movies,261,Little Women (1994)
Movies,262,"Little Princess, A (1995)"
Movies,263,Ladybird Ladybird (1994)
Movies,264,"Enfer, L' (1994)"
Movies,265,Like Water for Chocolate (Como agua para chocolate) (1992)
Movies,266,Legends of the Fall (1994)
Movies,267,Major Payne (1995)
Movies,268,Little Odessa (1994)
Movies,269,My Crazy Life (Mi vida loca) (1993)
Movies,270,Love Affair (1994)
Movies,271,Losing Isaiah (1995)
Movies,272,"Madness of King George, The (1994)"
Movies,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
Movies,274,Man of the House (1995)
Movies,275,Mixed Nuts (1994)
Movies,276,Milk Money (1994)
Movies,277,Miracle on 34th Street (1994)
Movies,278,Miami Rhapsody (1995)
Movies,279,My Family (1995)
Movies,280,Murder in the First (1995)
Movies,281,Nobody's Fool (1994)
Movies,282,Nell (1994)
Movies,283,New Jersey Drive (1995)
Movies,284,New York Cop (Nyû Yôku no koppu) (1993)
Movies,285,Beyond Bedlam (1993)
Movies,286,Nemesis 2: Nebula (1995)
Movies,287,Nina Takes a Lover (1994)
Movies,288,Natural Born Killers (1994)
Movies,289,Only You (1994)
Movies,290,Once Were Warriors (1994)
Movies,292,Outbreak (1995)
Movies,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
Movies,294,"Perez Family, The (1995)"
Movies,295,"Pyromaniac's Love Story, A (1995)"
Movies,296,Pulp Fiction (1994)
Movies,297,Panther (1995)
Movies,298,Pushing Hands (Tui shou) (1992)
Movies,299,Priest (1994)
Movies,300,Quiz Show (1994)
Movies,301,Picture Bride (Bijo photo) (1994)
Movies,302,"Queen Margot (Reine Margot, La) (1994)"
Movies,303,"Quick and the Dead, The (1995)"
Movies,304,Roommates (1995)
Movies,305,Ready to Wear (Pret-A-Porter) (1994)
Movies,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
Movies,307,Three Colors: Blue (Trois couleurs: Bleu) (1993)
Movies,308,Three Colors: White (Trzy kolory: Bialy) (1994)
Movies,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)"
Movies,310,Rent-a-Kid (1995)
Movies,311,Relative Fear (1994)
Movies,312,Stuart Saves His Family (1995)
Movies,313,"Swan Princess, The (1994)"
Movies,314,"Secret of Roan Inish, The (1994)"
Movies,315,"Specialist, The (1994)"
Movies,316,Stargate (1994)
Movies,317,"Santa Clause, The (1994)"
Movies,318,"Shawshank Redemption, The (1994)"
Movies,319,Shallow Grave (1994)
Movies,320,Suture (1993)
Movies,321,Strawberry and Chocolate (Fresa y chocolate) (1993)
Movies,322,Swimming with Sharks (1995)
Movies,324,"Sum of Us, The (1994)"
Movies,325,National Lampoon's Senior Trip (1995)
Movies,326,To Live (Huozhe) (1994)
Movies,327,Tank Girl (1995)
Movies,328,Tales from the Crypt Presents: Demon Knight (1995)
Movies,329,Star Trek: Generations (1994)
Movies,330,Tales from the Hood (1995)
Movies,331,Tom & Viv (1994)
Movies,332,Village of the Damned (1995)
Movies,333,Tommy Boy (1995)
Movies,334,Vanya on 42nd Street (1994)
Movies,335,Underneath (1995)
Movies,336,"Walking Dead, The (1995)"
Movies,337,What's Eating Gilbert Grape (1993)
Movies,338,Virtuosity (1995)
Movies,339,While You Were Sleeping (1995)
Movies,340,"War, The (1994)"
Movies,341,Double Happiness (1994)
Movies,342,Muriel's Wedding (1994)
Movies,343,"Baby-Sitters Club, The (1995)"
Movies,344,Ace Ventura: Pet Detective (1994)
Movies,345,"Adventures of Priscilla, Queen of the Desert, The (1994)"
Movies,346,Backbeat (1993)
Movies,347,Bitter Moon (1992)
Movies,348,Bullets Over Broadway (1994)
Movies,349,Clear and Present Danger (1994)
Movies,350,"Client, The (1994)"
Movies,351,"Corrina, Corrina (1994)"
Movies,352,Crooklyn (1994)
Movies,353,"Crow, The (1994)"
Movies,354,Cobb (1994)
Movies,355,"Flintstones, The (1994)"
Movies,356,Forrest Gump (1994)
Movies,357,Four Weddings and a Funeral (1994)
Movies,358,Higher Learning (1995)
Movies,359,I Like It Like That (1994)
Movies,360,I Love Trouble (1994)
Movies,361,It Could Happen to You (1994)
Movies,362,"Jungle Book, The (1994)"
Movies,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
Movies,364,"Lion King, The (1994)"
Movies,365,Little Buddha (1993)
Movies,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
Movies,367,"Mask, The (1994)"
Movies,368,Maverick (1994)
Movies,369,Mrs. Parker and the Vicious Circle (1994)
Movies,370,Naked Gun 33 1/3: The Final Insult (1994)
Movies,371,"Paper, The (1994)"
Movies,372,Reality Bites (1994)
Movies,373,Red Rock West (1992)
Movies,374,Richie Rich (1994)
Movies,375,Safe Passage (1994)
Movies,376,"River Wild, The (1994)"
Movies,377,Speed (1994)
Movies,378,Speechless (1994)
Movies,379,Timecop (1994)
Movies,380,True Lies (1994)
Movies,381,When a Man Loves a Woman (1994)
Movies,382,Wolf (1994)
Movies,383,Wyatt Earp (1994)
Movies,384,Bad Company (1995)
Movies,385,"Man of No Importance, A (1994)"
Movies,386,S.F.W. (1994)
Movies,387,"Low Down Dirty Shame, A (1994)"
Movies,388,Boys Life (1995)
Movies,389,"Colonel Chabert, Le (1994)"
Movies,390,Faster Pussycat! Kill! Kill! (1965)
Movies,391,Jason's Lyric (1994)
Movies,392,"Secret Adventures of Tom Thumb, The (1993)"
Movies,393,Street Fighter (1994)
Movies,394,Coldblooded (1995)
Movies,395,Desert Winds (1995)
Movies,396,Fall Time (1995)
Movies,397,"Fear, The (1995)"
Movies,398,Frank and Ollie (1995)
Movies,399,Girl in the Cadillac (1995)
Movies,400,Homage (1995)
Movies,401,Mirage (1995)
Movies,402,Open Season (1996)
Movies,403,Two Crimes (Dos crímenes) (1995)
Movies,404,Brother Minister: The Assassination of Malcolm X (1994)
Movies,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
Movies,406,Federal Hill (1994)
Movies,407,In the Mouth of Madness (1995)
Movies,408,8 Seconds (1994)
Movies,409,Above the Rim (1994)
Movies,410,Addams Family Values (1993)
Movies,411,Martin Lawrence: You So Crazy (1994)
Movies,412,"Age of Innocence, The (1993)"
Movies,413,Airheads (1994)
Movies,414,"Air Up There, The (1994)"
Movies,415,Another Stakeout (1993)
Movies,416,Bad Girls (1994)
Movies,417,Barcelona (1994)
Movies,418,Being Human (1993)
Movies,419,"Beverly Hillbillies, The (1993)"
Movies,420,Beverly Hills Cop III (1994)
Movies,421,Black Beauty (1994)
Movies,422,Blink (1994)
Movies,423,Blown Away (1994)
Movies,424,Blue Chips (1994)
Movies,425,Blue Sky (1994)
Movies,426,Body Snatchers (1993)
Movies,427,Boxing Helena (1993)
Movies,428,"Bronx Tale, A (1993)"
Movies,429,Cabin Boy (1994)
Movies,430,Calendar Girl (1993)
Movies,431,Carlito's Way (1993)
Movies,432,City Slickers II: The Legend of Curly's Gold (1994)
Movies,433,Clean Slate (1994)
Movies,434,Cliffhanger (1993)
Movies,435,Coneheads (1993)
Movies,436,Color of Night (1994)
Movies,437,Cops and Robbersons (1994)
Movies,438,"Cowboy Way, The (1994)"
Movies,439,Dangerous Game (1993)
Movies,440,Dave (1993)
Movies,441,Dazed and Confused (1993)
Movies,442,Demolition Man (1993)
Movies,443,"Endless Summer 2, The (1994)"
Movies,444,Even Cowgirls Get the Blues (1993)
Movies,445,Fatal Instinct (1993)
Movies,446,Farewell My Concubine (Ba wang bie ji) (1993)
Movies,447,"Favor, The (1994)"
Movies,448,Fearless (1993)
Movies,449,Fear of a Black Hat (1994)
Movies,450,With Honors (1994)
Movies,451,Flesh and Bone (1993)
Movies,452,Widows' Peak (1994)
Movies,453,For Love or Money (1993)
Movies,454,"Firm, The (1993)"
Movies,455,Free Willy (1993)
Movies,456,Fresh (1994)
Movies,457,"Fugitive, The (1993)"
Movies,458,Geronimo: An American Legend (1993)
Movies,459,"Getaway, The (1994)"
Movies,460,Getting Even with Dad (1994)
Movies,461,Go Fish (1994)
Movies,462,"Good Man in Africa, A (1994)"
Movies,463,Guilty as Sin (1993)
Movies,464,Hard Target (1993)
Movies,465,Heaven & Earth (1993)
Movies,466,Hot Shots! Part Deux (1993)
Movies,467,Live Nude Girls (1995)
Movies,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
Movies,469,"House of the Spirits, The (1993)"
Movies,470,House Party 3 (1994)
Movies,471,"Hudsucker Proxy, The (1994)"
Movies,472,I'll Do Anything (1994)
Movies,473,In the Army Now (1994)
Movies,474,In the Line of Fire (1993)
Movies,475,In the Name of the Father (1993)
Movies,476,"Inkwell, The (1994)"
Movies,477,What's Love Got to Do with It? (1993)
Movies,478,Jimmy Hollywood (1994)
Movies,479,Judgment Night (1993)
Movies,480,Jurassic Park (1993)
Movies,481,Kalifornia (1993)
Movies,482,Killing Zoe (1994)
Movies,483,King of the Hill (1993)
Movies,484,Lassie (1994)
Movies,485,Last Action Hero (1993)
Movies,486,Life with Mikey (1993)
Movies,487,Lightning Jack (1994)
Movies,488,M. Butterfly (1993)
Movies,489,Made in America (1993)
Movies,490,Malice (1993)
Movies,491,"Man Without a Face, The (1993)"
Movies,492,Manhattan Murder Mystery (1993)
Movies,493,Menace II Society (1993)
Movies,494,Executive Decision (1996)
Movies,495,In the Realm of the Senses (Ai no corrida) (1976)
Movies,496,What Happened Was... (1994)
Movies,497,Much Ado About Nothing (1993)
Movies,498,Mr. Jones (1993)
Movies,499,Mr. Wonderful (1993)
Movies,500,Mrs. Doubtfire (1993)
Movies,501,Naked (1993)
Movies,502,"Next Karate Kid, The (1994)"
Movies,503,"New Age, The (1994)"
Movies,504,No Escape (1994)
Movies,505,North (1994)
Movies,506,Orlando (1992)
Movies,507,"Perfect World, A (1993)"
Movies,508,Philadelphia (1993)
Movies,509,"Piano, The (1993)"
Movies,510,Poetic Justice (1993)
Movies,511,"Program, The (1993)"
Movies,512,"Puppet Masters, The (1994)"
Movies,513,Radioland Murders (1994)
Movies,514,"Ref, The (1994)"
Movies,515,"Remains of the Day, The (1993)"
Movies,516,Renaissance Man (1994)
Movies,517,Rising Sun (1993)
Movies,518,"Road to Wellville, The (1994)"
Movies,519,RoboCop 3 (1993)
Movies,520,Robin Hood: Men in Tights (1993)
Movies,521,Romeo Is Bleeding (1993)
Movies,522,Romper Stomper (1992)
Movies,523,Ruby in Paradise (1993)
Movies,524,Rudy (1993)
Movies,525,"Saint of Fort Washington, The (1993)"
Movies,526,"Savage Nights (Nuits fauves, Les) (1992)"
Movies,527,Schindler's List (1993)
Movies,528,"Scout, The (1994)"
Movies,529,Searching for Bobby Fischer (1993)
Movies,530,Second Best (1994)
Movies,531,"Secret Garden, The (1993)"
Movies,532,Serial Mom (1994)
Movies,533,"Shadow, The (1994)"
Movies,534,Shadowlands (1993)
Movies,535,Short Cuts (1993)
Movies,536,"Simple Twist of Fate, A (1994)"
Movies,537,Sirens (1994)
Movies,538,Six Degrees of Separation (1993)
Movies,539,Sleepless in Seattle (1993)
Movies,540,Sliver (1993)
Movies,541,Blade Runner (1982)
Movies,542,Son in Law (1993)
Movies,543,So I Married an Axe Murderer (1993)
Movies,544,Striking Distance (1993)
Movies,546,Super Mario Bros. (1993)
Movies,547,Surviving the Game (1994)
Movies,548,Terminal Velocity (1994)
Movies,549,Thirty-Two Short Films About Glenn Gould (1993)
Movies,550,Threesome (1994)
Movies,551,"Nightmare Before Christmas, The (1993)"
Movies,552,"Three Musketeers, The (1993)"
Movies,553,Tombstone (1993)
Movies,554,Trial by Jury (1994)
Movies,555,True Romance (1993)
Movies,556,"War Room, The (1993)"
Movies,558,"Pagemaster, The (1994)"
Movies,559,"Paris, France (1993)"
Movies,560,"Beans of Egypt, Maine, The (1994)"
Movies,561,Killer (Bulletproof Heart) (1994)
Movies,562,Welcome to the Dollhouse (1995)
Movies,563,Germinal (1993)
Movies,564,Chasers (1994)
Movies,565,Cronos (1993)
Movies,566,Naked in New York (1994)
Movies,567,Kika (1993)
Movies,568,Bhaji on the Beach (1993)
Movies,569,Little Big League (1994)
Movies,570,"Slingshot, The (Kådisbellan) (1993)"
Movies,571,"Wedding Gift, The (1994)"
Movies,572,Foreign Student (1994)
Movies,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
Movies,574,Spanking the Monkey (1994)
Movies,575,"Little Rascals, The (1994)"
Movies,576,Fausto (1993)
Movies,577,Andre (1994)
Movies,579,"Escort, The (Scorta, La) (1993)"
Movies,580,Princess Caraboo (1994)
Movies,581,"Celluloid Closet, The (1995)"
Movies,582,Métisse (Café au Lait) (1993)
Movies,583,Dear Diary (Caro Diario) (1994)
Movies,584,I Don't Want to Talk About It (De eso no se habla) (1993)
Movies,585,"Brady Bunch Movie, The (1995)"
Movies,586,Home Alone (1990)
Movies,587,Ghost (1990)
Movies,588,Aladdin (1992)
Movies,589,Terminator 2: Judgment Day (1991)
Movies,590,Dances with Wolves (1990)
Movies,591,Tough and Deadly (1995)
Movies,592,Batman (1989)
Movies,593,"Silence of the Lambs, The (1991)"
Movies,594,Snow White and the Seven Dwarfs (1937)
Movies,595,Beauty and the Beast (1991)
Movies,596,Pinocchio (1940)
Movies,597,Pretty Woman (1990)
Movies,598,Window to Paris (Okno v Parizh) (1994)
Movies,599,"Wild Bunch, The (1969)"
Movies,600,Love and a .45 (1994)
Movies,601,"Wooden Man's Bride, The (Yan shen) (1994)"
Movies,602,"Great Day in Harlem, A (1994)"
Movies,603,"Bye Bye, Love (1995)"
Movies,604,Criminals (1996)
Movies,605,One Fine Day (1996)
Movies,606,Candyman: Farewell to the Flesh (1995)
Movies,607,Century (1993)
Movies,608,Fargo (1996)
Movies,609,Homeward Bound II: Lost in San Francisco (1996)
Movies,610,Heavy Metal (1981)
Movies,611,Hellraiser: Bloodline (1996)
Movies,612,"Pallbearer, The (1996)"
Movies,613,Jane Eyre (1996)
Movies,614,Loaded (1994)
Movies,615,Bread and Chocolate (Pane e cioccolata) (1973)
Movies,616,"Aristocats, The (1970)"
Movies,617,"Flower of My Secret, The (La flor de mi secreto) (1995)"
Movies,618,Two Much (1995)
Movies,619,Ed (1996)
Movies,620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)
Movies,621,My Favorite Season (1993)
Movies,623,"Modern Affair, A (1995)"
Movies,625,Asfour Stah (1990)
Movies,626,"Thin Line Between Love and Hate, A (1996)"
Movies,627,"Last Supper, The (1995)"
Movies,628,Primal Fear (1996)
Movies,629,Rude (1995)
Movies,630,Carried Away (1996)
Movies,631,All Dogs Go to Heaven 2 (1996)
Movies,632,Land and Freedom (Tierra y libertad) (1995)
Movies,633,Denise Calls Up (1995)
Movies,634,Theodore Rex (1995)
Movies,635,"Family Thing, A (1996)"
Movies,636,Frisk (1995)
Movies,637,Sgt. Bilko (1996)
Movies,638,Jack and Sarah (1995)
Movies,639,Girl 6 (1996)
Movies,640,Diabolique (1996)
Movies,641,"Little Indian, Big City (Un indien dans la ville) (1994)"
Movies,642,Roula (1995)
Movies,643,Peanuts - Die Bank zahlt alles (1996)
Movies,644,Happy Weekend (1996)
Movies,645,Nelly & Monsieur Arnaud (1995)
Movies,647,Courage Under Fire (1996)
Movies,648,Mission: Impossible (1996)
Movies,649,Cold Fever (Á köldum klaka) (1995)
Movies,650,Moll Flanders (1996)
Movies,651,"Superweib, Das (1996)"
Movies,652,"301, 302 (301/302) (1995)"
Movies,653,Dragonheart (1996)
Movies,654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996)
Movies,655,My Mother's Courage (Mutters Courage) (1995)
Movies,656,Eddie (1996)
Movies,657,Yankee Zulu (1994)
Movies,658,Billy's Holiday (1995)
Movies,659,Purple Noon (Plein soleil) (1960)
Movies,660,August (1996)
Movies,661,James and the Giant Peach (1996)
Movies,662,Fear (1996)
Movies,663,Kids in the Hall: Brain Candy (1996)
Movies,664,Faithful (1996)
Movies,665,Underground (1995)
Movies,666,All Things Fair (Lust och fägring stor) (1995)
Movies,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
Movies,668,Song of the Little Road (Pather Panchali) (1955)
Movies,670,"World of Apu, The (Apur Sansar) (1959)"
Movies,671,Mystery Science Theater 3000: The Movie (1996)
Movies,672,Tarantella (1995)
Movies,673,Space Jam (1996)
Movies,674,Barbarella (1968)
Movies,675,Hostile Intentions (1994)
Movies,676,They Bite (1996)
Movies,678,Some Folks Call It a Sling Blade (1993)
Movies,679,"Run of the Country, The (1995)"
Movies,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
Movies,681,Coup de torchon (Clean Slate) (1981)
Movies,682,Tigrero: A Film That Was Never Made (1994)
Movies,683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)"
Movies,684,Windows (1980)
Movies,685,It's My Party (1996)
Movies,687,Country Life (1994)
Movies,688,Operation Dumbo Drop (1995)
Movies,690,"Promise, The (Versprechen, Das) (1995)"
Movies,691,Mrs. Winterbourne (1996)
Movies,692,Solo (1996)
Movies,693,Under the Domim Tree (Etz Hadomim Tafus) (1994)
Movies,694,"Substitute, The (1996)"
Movies,695,True Crime (1996)
Movies,696,Butterfly Kiss (1995)
Movies,697,Feeling Minnesota (1996)
Movies,698,Delta of Venus (1995)
Movies,699,To Cross the Rubicon (1991)
Movies,700,Angus (1995)
Movies,701,Daens (1992)
Movies,702,Faces (1968)
Movies,703,Boys (1996)
Movies,704,"Quest, The (1996)"
Movies,705,Cosi (1996)
